time,kafka cpu,kafka memory,kibana cpu,kibana memory,elasticsearch cpu,elasticsearch memory,zookeeper cpu,zookeeper memory,jobmanager cpu,jobmanager memory,taskmanager cpu,taskmanager memory
2023-11-04 09:49:08.270997,11.51%,390.8MiB,1.32%,522.8MiB,8.30%,1.008GiB,0.12%,38.44MiB,4.76%,505.3MiB,81.98%,734.4MiB
2023-11-04 09:49:10.351164,6.92%,390.5MiB,0.74%,522.4MiB,1.60%,1.008GiB,0.16%,38.44MiB,2.90%,505.3MiB,59.16%,739.7MiB
2023-11-04 09:49:12.605023,16.83%,390.6MiB,0.32%,522.6MiB,27.06%,1.008GiB,0.26%,38.45MiB,2.72%,505.3MiB,124.43%,742MiB
2023-11-04 09:49:14.735804,10.17%,390.6MiB,1.60%,522.9MiB,4.72%,1.009GiB,0.18%,38.45MiB,2.05%,505.3MiB,59.95%,744.5MiB
2023-11-04 09:49:16.811110,16.34%,390.9MiB,0.00%,522.9MiB,0.73%,1.009GiB,0.13%,38.45MiB,1.87%,505.4MiB,62.10%,743.6MiB
2023-11-04 09:49:18.973160,12.22%,390.7MiB,0.00%,522.4MiB,1.98%,1.009GiB,0.15%,38.45MiB,2.99%,505.4MiB,87.67%,758.9MiB
2023-11-04 09:49:21.024933,5.54%,390.7MiB,1.90%,523MiB,10.01%,1.009GiB,0.17%,38.45MiB,6.86%,505.4MiB,100.30%,751MiB
2023-11-04 09:49:23.124149,13.10%,390.7MiB,2.41%,522.6MiB,4.86%,1.009GiB,0.13%,38.45MiB,1.71%,505.4MiB,29.09%,750.9MiB
2023-11-04 09:49:25.242011,7.97%,390.7MiB,2.36%,522.5MiB,1.31%,1.009GiB,0.15%,38.45MiB,1.76%,505.4MiB,35.00%,751.2MiB
2023-11-04 09:49:27.430744,19.58%,391MiB,0.38%,522.7MiB,1.16%,1.009GiB,0.13%,38.45MiB,2.08%,505.4MiB,116.93%,763.8MiB
2023-11-04 09:49:29.549306,11.34%,390.8MiB,3.30%,522.5MiB,5.65%,1.009GiB,0.17%,38.46MiB,1.63%,505.4MiB,26.26%,766.9MiB
2023-11-04 09:49:31.641041,24.10%,390.8MiB,0.00%,522.5MiB,0.57%,1.009GiB,0.11%,38.46MiB,1.90%,505.5MiB,11.29%,767MiB
2023-11-04 09:49:33.783327,6.81%,390.8MiB,0.00%,522.6MiB,51.94%,1.009GiB,0.11%,38.46MiB,3.73%,505.5MiB,33.06%,767.3MiB
2023-11-04 09:49:35.864689,6.59%,391.1MiB,1.17%,522.9MiB,6.71%,1.009GiB,0.25%,38.46MiB,1.96%,505.6MiB,49.28%,767MiB
2023-11-04 09:49:37.970801,10.91%,390.8MiB,0.32%,523MiB,4.89%,1.009GiB,0.12%,38.46MiB,6.45%,505.7MiB,101.13%,765.8MiB
2023-11-04 09:49:40.065991,6.03%,390.9MiB,1.46%,522.7MiB,1.40%,1.009GiB,0.11%,38.46MiB,1.76%,505.7MiB,32.92%,758.5MiB
2023-11-04 09:49:42.365207,7.23%,390.9MiB,0.62%,522.9MiB,2.60%,1.009GiB,0.57%,38.46MiB,3.00%,505.7MiB,30.34%,758.2MiB
2023-11-04 09:49:44.451573,8.52%,391.1MiB,1.85%,522.3MiB,9.45%,1.009GiB,0.12%,38.46MiB,1.71%,505.7MiB,14.31%,758.3MiB
2023-11-04 09:49:46.591207,6.38%,390.9MiB,0.00%,522.3MiB,0.97%,1.009GiB,0.17%,38.46MiB,1.64%,505.7MiB,16.09%,758.3MiB
2023-11-04 09:49:48.697224,12.45%,391.4MiB,0.00%,522.7MiB,1.39%,1.009GiB,0.15%,38.46MiB,10.77%,505.8MiB,18.83%,758.3MiB
2023-11-04 09:49:50.758682,14.24%,390.9MiB,0.65%,522.4MiB,3.50%,1.009GiB,0.12%,38.46MiB,2.97%,505.8MiB,14.77%,758.6MiB
2023-11-04 09:49:52.958694,104.99%,391MiB,0.45%,522.4MiB,2.41%,1.009GiB,0.25%,38.46MiB,2.58%,505.8MiB,60.40%,769MiB
2023-11-04 09:49:55.084644,8.24%,393.2MiB,1.03%,522.8MiB,4.85%,1.009GiB,0.14%,38.47MiB,2.00%,505.8MiB,54.01%,758.8MiB
2023-11-04 09:49:57.224251,78.69%,395.8MiB,0.73%,522.9MiB,3.78%,1.009GiB,0.15%,38.47MiB,12.83%,505.6MiB,45.04%,759.2MiB
2023-11-04 09:49:59.429596,10.44%,391.4MiB,3.95%,522.8MiB,5.50%,1.01GiB,0.12%,38.47MiB,1.81%,505.7MiB,41.33%,758.9MiB
