time,kafka cpu,kafka memory,kibana cpu,kibana memory,elasticsearch cpu,elasticsearch memory,zookeeper cpu,zookeeper memory,jobmanager cpu,jobmanager memory,taskmanager cpu,taskmanager memory
2023-11-02 16:08:26.653549,4.78%,356MiB,1.15%,522.6MiB,3.42%,1.008GiB,0.11%,34.51MiB,1.28%,471.2MiB,14.81%,661MiB
2023-11-02 16:08:29.027761,3.97%,356MiB,1.52%,522.8MiB,20.27%,1.008GiB,0.11%,34.51MiB,1.30%,471.3MiB,9.70%,644.6MiB
2023-11-02 16:08:31.195248,8.06%,356MiB,2.44%,522.6MiB,17.69%,1.008GiB,0.18%,34.52MiB,1.19%,471.3MiB,9.42%,645MiB
2023-11-02 16:08:33.387019,4.16%,356MiB,0.93%,523MiB,1.13%,1.008GiB,0.09%,34.52MiB,1.15%,471.3MiB,8.79%,645MiB
2023-11-02 16:08:35.770798,8.11%,356MiB,2.62%,522.2MiB,8.44%,1.009GiB,0.10%,34.52MiB,2.75%,471.5MiB,100.33%,673.6MiB
2023-11-02 16:08:37.929639,5.63%,356MiB,0.89%,522.4MiB,4.27%,1.009GiB,0.10%,34.52MiB,3.32%,471.6MiB,18.94%,677.2MiB
2023-11-02 16:08:40.163558,3.87%,356MiB,0.58%,522.7MiB,0.55%,1.009GiB,0.08%,34.52MiB,1.39%,471.6MiB,7.23%,669.1MiB
2023-11-02 16:08:42.328749,4.61%,356MiB,0.00%,522.1MiB,50.19%,1.009GiB,0.11%,34.52MiB,3.13%,471.6MiB,7.15%,669.1MiB
2023-11-02 16:08:44.606611,17.82%,356.3MiB,0.54%,522.4MiB,3.10%,1.009GiB,0.11%,34.52MiB,1.34%,471.6MiB,9.94%,669.1MiB
2023-11-02 16:08:46.824470,7.52%,356.3MiB,0.84%,522.6MiB,5.13%,1.009GiB,0.11%,34.52MiB,1.19%,471.8MiB,11.50%,669.5MiB
2023-11-02 16:08:49.075044,14.58%,356.1MiB,1.11%,522.7MiB,7.65%,1.009GiB,0.21%,34.52MiB,1.94%,472MiB,20.98%,668.8MiB
2023-11-02 16:08:51.394661,5.66%,356.4MiB,1.54%,522.4MiB,12.10%,1.009GiB,0.10%,34.52MiB,1.38%,472MiB,23.28%,668.8MiB
2023-11-02 16:08:53.666246,6.01%,356.4MiB,1.30%,522.6MiB,6.07%,1.009GiB,0.31%,34.53MiB,1.22%,472MiB,6.82%,669.1MiB
2023-11-02 16:08:55.744094,11.33%,356.2MiB,2.47%,522.8MiB,3.01%,1.009GiB,0.26%,34.53MiB,2.95%,472.1MiB,40.27%,655.1MiB
2023-11-02 16:08:57.934799,5.78%,356.2MiB,0.26%,522.8MiB,0.96%,1.009GiB,0.13%,34.53MiB,10.69%,472.3MiB,14.55%,656.9MiB
2023-11-02 16:09:00.110260,4.79%,356.2MiB,1.69%,522.6MiB,5.86%,1.009GiB,0.10%,34.53MiB,1.31%,472.3MiB,44.94%,661.7MiB
2023-11-02 16:09:02.278559,6.17%,356.2MiB,0.54%,522.6MiB,13.65%,1.009GiB,0.10%,34.54MiB,1.44%,472.3MiB,5.78%,662.6MiB
2023-11-02 16:09:04.434546,4.60%,356.5MiB,0.00%,522.7MiB,1.29%,1.009GiB,0.14%,34.54MiB,1.10%,472.3MiB,32.02%,663.6MiB
2023-11-02 16:09:06.630376,3.57%,356.2MiB,0.55%,522.2MiB,0.90%,1.009GiB,0.11%,34.54MiB,1.48%,472.4MiB,6.05%,674.8MiB
2023-11-02 16:09:08.737797,9.52%,356.3MiB,3.38%,522.5MiB,5.84%,1.009GiB,0.12%,34.54MiB,1.32%,472.6MiB,68.24%,677.4MiB
2023-11-02 16:09:10.970264,5.54%,356.3MiB,2.18%,523MiB,6.02%,1.009GiB,0.12%,34.54MiB,1.18%,490.3MiB,8.96%,677.6MiB
2023-11-02 16:09:13.159814,7.03%,356.3MiB,1.00%,523.1MiB,4.39%,1.009GiB,0.24%,34.54MiB,14.28%,493.7MiB,8.96%,677.6MiB
2023-11-02 16:09:15.384588,20.36%,356.3MiB,0.40%,522.5MiB,0.59%,1.009GiB,0.11%,34.54MiB,3.94%,493.9MiB,43.72%,655.7MiB
2023-11-02 16:09:17.488542,18.42%,357.3MiB,0.68%,522.7MiB,2.87%,1.009GiB,0.10%,34.54MiB,2.87%,494.4MiB,13.52%,655.7MiB
2023-11-02 16:09:19.799716,4.81%,357.1MiB,0.40%,522.8MiB,2.55%,1.009GiB,0.19%,34.54MiB,1.32%,494.3MiB,8.85%,656.2MiB
2023-11-02 16:09:21.948421,3.60%,357.1MiB,0.00%,522.5MiB,0.59%,1.009GiB,0.10%,34.54MiB,3.97%,494.3MiB,7.60%,655.8MiB
2023-11-02 16:09:24.075439,8.21%,357.3MiB,0.90%,522.7MiB,0.80%,1.009GiB,0.10%,34.54MiB,1.95%,494.3MiB,6.82%,656.1MiB
2023-11-02 16:09:26.219571,7.72%,357.1MiB,2.37%,522.9MiB,61.34%,1.009GiB,0.20%,34.54MiB,60.65%,511.1MiB,10.53%,655.8MiB
2023-11-02 16:09:28.507541,4.87%,357.1MiB,2.18%,523MiB,2.79%,1.009GiB,0.13%,34.55MiB,90.12%,516MiB,14.83%,649.1MiB
2023-11-02 16:09:30.694293,37.34%,357.1MiB,4.73%,522.7MiB,10.80%,1.009GiB,0.15%,34.55MiB,2.52%,516.3MiB,11.11%,649.1MiB
2023-11-02 16:09:32.856528,8.35%,357.1MiB,0.25%,523.1MiB,1.28%,1.009GiB,0.11%,34.55MiB,1.14%,516.1MiB,12.35%,649.5MiB
2023-11-02 16:09:35.146118,3.27%,357.2MiB,0.73%,523.3MiB,18.90%,1.009GiB,0.11%,34.55MiB,2.77%,516.2MiB,11.45%,649.5MiB
2023-11-02 16:09:37.332617,5.92%,357.2MiB,0.00%,522.8MiB,0.94%,1.009GiB,0.15%,34.55MiB,6.96%,498.4MiB,24.22%,649.7MiB
2023-11-02 16:09:39.592987,5.43%,357.2MiB,0.00%,523MiB,0.65%,1.009GiB,0.17%,34.55MiB,1.30%,520.6MiB,7.97%,649.7MiB
2023-11-02 16:09:41.732481,5.40%,357.2MiB,1.90%,523.6MiB,10.66%,1.009GiB,0.11%,34.55MiB,1.21%,520.9MiB,6.42%,649.7MiB
2023-11-02 16:09:43.890798,3.38%,357.2MiB,1.72%,523MiB,4.29%,1.009GiB,0.26%,34.55MiB,1.12%,521MiB,6.77%,650MiB
2023-11-02 16:09:46.080749,4.70%,357.2MiB,0.58%,523.1MiB,0.86%,1.009GiB,0.09%,34.55MiB,3.24%,521.2MiB,11.67%,647.7MiB
2023-11-02 16:09:48.295638,3.06%,357.2MiB,0.81%,523.3MiB,0.63%,1.009GiB,0.11%,34.55MiB,4.09%,521.3MiB,13.86%,648.5MiB
2023-11-02 16:09:50.490792,3.46%,357.2MiB,0.93%,523.5MiB,1.46%,1.009GiB,0.09%,34.55MiB,1.15%,521.4MiB,5.37%,654.6MiB
2023-11-02 16:09:52.800592,6.78%,357.5MiB,0.54%,523.2MiB,11.01%,1.009GiB,0.11%,34.55MiB,3.08%,521.5MiB,7.07%,654.6MiB
2023-11-02 16:09:55.027592,6.16%,357.2MiB,0.00%,523.3MiB,0.68%,1.009GiB,0.25%,34.56MiB,5.94%,521.7MiB,27.86%,654.8MiB
2023-11-02 16:09:57.280670,4.94%,357.2MiB,0.00%,523.6MiB,0.94%,1.009GiB,0.10%,34.56MiB,2.02%,522.5MiB,13.34%,654.9MiB
2023-11-02 16:09:59.496444,4.84%,357.5MiB,0.59%,523.8MiB,2.54%,1.009GiB,0.14%,34.56MiB,1.08%,522MiB,10.34%,654.9MiB
2023-11-02 16:10:01.726137,6.22%,357.5MiB,4.11%,523.7MiB,3.45%,1.009GiB,0.18%,34.56MiB,8.40%,522.1MiB,21.55%,652.2MiB
2023-11-02 16:10:03.916016,11.84%,357.5MiB,1.55%,524MiB,12.64%,1.009GiB,0.10%,34.56MiB,4.17%,522.2MiB,53.25%,667MiB
2023-11-02 16:10:06.184442,121.33%,357.5MiB,2.50%,523.5MiB,4.22%,1.009GiB,0.15%,34.56MiB,1.33%,522.5MiB,7.15%,667.4MiB
2023-11-02 16:10:08.516826,3.44%,367.4MiB,1.25%,523.7MiB,2.19%,1.009GiB,0.10%,34.57MiB,1.17%,522.7MiB,21.30%,667.2MiB
2023-11-02 16:10:10.600997,5.92%,363.8MiB,0.29%,523.8MiB,0.48%,1.009GiB,0.10%,34.57MiB,5.12%,522.8MiB,9.41%,667.3MiB
2023-11-02 16:10:12.854085,12.53%,363.9MiB,0.00%,524.3MiB,0.80%,1.009GiB,0.09%,34.57MiB,2.08%,522.8MiB,17.63%,662.9MiB
2023-11-02 16:10:15.031888,4.15%,363.9MiB,0.27%,523.7MiB,1.79%,1.009GiB,0.14%,34.57MiB,3.60%,523MiB,17.67%,663.2MiB
2023-11-02 16:10:17.168095,6.32%,357MiB,0.74%,524.2MiB,3.84%,1.009GiB,0.12%,34.57MiB,1.20%,523MiB,14.71%,663.9MiB
2023-11-02 16:10:19.388177,41.42%,357.4MiB,0.00%,524MiB,0.75%,1.009GiB,0.20%,34.57MiB,2.74%,523.3MiB,11.32%,663.6MiB
2023-11-02 16:10:21.574582,6.78%,357.7MiB,2.77%,523.7MiB,3.59%,1.009GiB,0.10%,34.57MiB,1.14%,523.3MiB,24.30%,656.8MiB
2023-11-02 16:10:23.727944,10.03%,357.5MiB,1.23%,523.9MiB,4.99%,1.009GiB,0.10%,34.57MiB,1.23%,523.3MiB,15.37%,657.1MiB
