time,kafka cpu,kafka memory,kibana cpu,kibana memory,elasticsearch cpu,elasticsearch memory,zookeeper cpu,zookeeper memory,jobmanager cpu,jobmanager memory,taskmanager cpu,taskmanager memory
2023-11-02 10:30:54.064918,3.62%,358.2MiB,6.43%,520MiB,6.71%,1.002GiB,0.15%,36.08MiB,3.08%,540MiB,9.43%,593.1MiB
2023-11-02 10:30:56.203927,73.24%,365.4MiB,1.64%,520.1MiB,34.10%,1.003GiB,0.18%,36.08MiB,2.44%,540.1MiB,14.77%,594.3MiB
2023-11-02 10:30:58.376197,5.97%,375MiB,1.95%,519.4MiB,1.25%,1.002GiB,0.19%,36.08MiB,2.39%,540.6MiB,11.00%,594.7MiB
2023-11-02 10:31:00.541661,6.25%,375MiB,0.00%,519.6MiB,0.57%,1.002GiB,0.17%,36.08MiB,1.94%,565.5MiB,15.77%,578.2MiB
2023-11-02 10:31:02.858091,17.43%,370.9MiB,0.64%,520.3MiB,4.23%,1.002GiB,0.15%,36.08MiB,1.77%,565.6MiB,14.49%,580MiB
2023-11-02 10:31:05.059059,4.88%,370.9MiB,0.00%,519.5MiB,0.63%,1.002GiB,0.14%,36.08MiB,5.35%,564.5MiB,11.70%,580.2MiB
2023-11-02 10:31:07.303573,9.58%,363.7MiB,1.44%,519.8MiB,2.39%,1.002GiB,0.14%,36.08MiB,1.69%,564.5MiB,12.11%,578.1MiB
2023-11-02 10:31:09.399827,5.06%,364MiB,0.94%,520.1MiB,1.47%,1.002GiB,0.18%,36.09MiB,10.43%,564.6MiB,13.04%,579.2MiB
2023-11-02 10:31:11.592406,11.65%,363.8MiB,5.65%,519.9MiB,3.74%,1.003GiB,0.16%,36.09MiB,1.67%,564.6MiB,15.17%,577.9MiB
2023-11-02 10:31:13.865047,6.90%,363.8MiB,1.35%,519.9MiB,4.30%,1.003GiB,0.26%,36.09MiB,2.78%,564.8MiB,11.59%,588.6MiB
2023-11-02 10:31:16.135605,7.30%,364MiB,0.27%,520.1MiB,1.64%,1.003GiB,0.12%,36.09MiB,1.52%,564.6MiB,9.60%,589.4MiB
2023-11-02 10:31:18.348591,16.26%,363.8MiB,0.66%,520.3MiB,0.96%,1.003GiB,0.15%,36.09MiB,1.46%,564.6MiB,13.04%,590MiB
2023-11-02 10:31:20.492581,11.23%,364MiB,0.47%,519.6MiB,4.54%,1.003GiB,0.20%,36.09MiB,3.51%,564.7MiB,51.65%,596.2MiB
2023-11-02 10:31:22.684221,28.32%,363.8MiB,0.00%,519.6MiB,1.12%,1.003GiB,0.16%,36.08MiB,14.73%,564.6MiB,6.92%,609.2MiB
2023-11-02 10:31:24.775440,9.59%,363.8MiB,0.00%,519.9MiB,0.57%,1.003GiB,0.14%,36.08MiB,3.99%,564.8MiB,20.07%,606.6MiB
2023-11-02 10:31:26.889366,5.80%,363.8MiB,4.30%,519.2MiB,10.80%,1.003GiB,0.16%,36.09MiB,1.51%,564.8MiB,16.24%,607MiB
2023-11-02 10:31:29.191399,18.35%,363.8MiB,1.04%,519.4MiB,2.56%,1.003GiB,0.13%,36.09MiB,58.02%,558.9MiB,7.76%,608MiB
2023-11-02 10:31:31.360879,4.92%,363.9MiB,0.99%,519.7MiB,14.79%,1.003GiB,0.13%,36.09MiB,4.79%,562.5MiB,10.13%,608.7MiB
2023-11-02 10:31:33.592052,4.70%,363.9MiB,1.17%,519.5MiB,2.17%,1.003GiB,0.14%,36.09MiB,2.16%,562.5MiB,37.50%,609.6MiB
2023-11-02 10:31:35.805966,5.18%,363.9MiB,0.83%,519.6MiB,3.85%,1.003GiB,0.13%,36.09MiB,1.52%,550.8MiB,9.50%,610.5MiB
2023-11-02 10:31:38.117257,22.56%,363.9MiB,0.00%,519.7MiB,1.10%,1.003GiB,0.20%,36.09MiB,2.41%,550.8MiB,7.98%,610.9MiB
2023-11-02 10:31:40.358993,5.35%,364.6MiB,0.00%,519.1MiB,0.57%,1.003GiB,0.12%,36.09MiB,22.65%,557.2MiB,12.17%,611.6MiB
2023-11-02 10:31:42.602093,3.34%,364.6MiB,0.72%,519.6MiB,1.59%,1.003GiB,0.14%,36.09MiB,1.56%,557MiB,6.10%,612.2MiB
2023-11-02 10:31:44.901395,7.09%,364.6MiB,1.89%,519.9MiB,5.51%,1.003GiB,0.34%,36.1MiB,4.00%,557.1MiB,11.25%,613.1MiB
2023-11-02 10:31:47.148074,6.01%,364.7MiB,0.00%,519.1MiB,1.14%,1.003GiB,0.13%,36.1MiB,3.62%,557.1MiB,38.11%,613.4MiB
2023-11-02 10:31:49.225579,7.68%,364.7MiB,0.45%,519.2MiB,1.68%,1.003GiB,0.12%,36.06MiB,2.08%,557.1MiB,81.48%,624MiB
2023-11-02 10:31:51.408635,4.86%,364.7MiB,1.13%,519.4MiB,6.00%,1.003GiB,0.20%,36.06MiB,6.28%,557.2MiB,10.95%,627.8MiB
2023-11-02 10:31:53.548789,5.68%,364.7MiB,3.42%,519MiB,17.01%,1.003GiB,0.15%,36.06MiB,1.70%,557.2MiB,8.57%,628.3MiB
2023-11-02 10:31:55.766977,4.24%,364.7MiB,0.00%,519.1MiB,0.54%,1.003GiB,0.22%,36.31MiB,2.49%,557.2MiB,9.31%,620.7MiB
2023-11-02 10:31:57.961764,5.65%,364.7MiB,0.00%,519.3MiB,0.90%,1.003GiB,0.15%,36.06MiB,1.62%,557.2MiB,8.71%,620.6MiB
2023-11-02 10:32:00.199984,4.16%,364.7MiB,1.84%,519.8MiB,5.65%,1.004GiB,0.13%,36.06MiB,1.66%,557.2MiB,34.31%,621.6MiB
2023-11-02 10:32:02.541975,9.48%,365MiB,1.09%,520MiB,9.68%,1.003GiB,0.23%,36.07MiB,2.32%,557.2MiB,9.04%,622.3MiB
2023-11-02 10:32:04.749317,3.75%,364.8MiB,3.68%,519.5MiB,3.05%,1.003GiB,0.17%,36.07MiB,5.90%,557.6MiB,13.02%,622.7MiB
2023-11-02 10:32:06.830507,5.35%,364.8MiB,0.79%,519.8MiB,3.53%,1.004GiB,0.15%,36.07MiB,1.86%,557.3MiB,8.45%,623.4MiB
2023-11-02 10:32:09.080708,6.64%,364.8MiB,1.51%,520MiB,3.40%,1.004GiB,0.13%,36.07MiB,2.83%,557.4MiB,9.83%,623.9MiB
2023-11-02 10:32:11.262568,6.37%,364.8MiB,4.41%,520.2MiB,14.72%,1.004GiB,0.15%,36.07MiB,2.05%,557.4MiB,14.29%,624.6MiB
2023-11-02 10:32:13.442555,6.93%,364.8MiB,1.61%,519.9MiB,1.20%,1.004GiB,0.14%,36.07MiB,3.21%,557.4MiB,32.75%,613.9MiB
2023-11-02 10:32:15.619179,4.75%,364.8MiB,0.26%,520.1MiB,3.62%,1.004GiB,0.14%,36.07MiB,2.86%,557.4MiB,7.81%,599.7MiB
2023-11-02 10:32:17.847958,4.72%,364.8MiB,0.82%,520.3MiB,2.79%,1.004GiB,0.13%,36.07MiB,1.35%,557.4MiB,11.62%,601MiB
2023-11-02 10:32:20.115403,4.30%,364.8MiB,0.00%,520.4MiB,0.52%,1.004GiB,0.23%,36.32MiB,3.90%,556.5MiB,51.94%,608.1MiB
2023-11-02 10:32:22.287378,3.61%,364.8MiB,0.48%,520MiB,1.11%,1.004GiB,0.16%,36.07MiB,1.60%,556.5MiB,11.58%,608.8MiB
2023-11-02 10:32:24.434273,5.83%,364.9MiB,1.46%,520.3MiB,2.41%,1.003GiB,0.13%,36.07MiB,4.39%,556.7MiB,25.68%,610.1MiB
2023-11-02 10:32:26.710571,11.57%,364.9MiB,1.22%,519.7MiB,3.47%,1.004GiB,0.50%,36.08MiB,1.58%,556.7MiB,40.57%,612.4MiB
2023-11-02 10:32:28.904467,9.78%,364.9MiB,1.08%,519.8MiB,0.89%,1.004GiB,0.12%,36.08MiB,12.53%,556.7MiB,9.45%,613MiB
2023-11-02 10:32:31.072308,5.12%,364.9MiB,0.48%,520.1MiB,4.27%,1.004GiB,0.16%,36.08MiB,1.50%,556.7MiB,8.36%,613.3MiB
2023-11-02 10:32:33.370061,5.52%,364.9MiB,1.40%,519.9MiB,4.02%,1.004GiB,0.15%,36.08MiB,3.78%,556.8MiB,68.21%,616.1MiB
2023-11-02 10:32:35.660345,6.46%,364.9MiB,0.42%,520.1MiB,16.87%,1.004GiB,0.14%,36.08MiB,1.60%,556.9MiB,21.53%,616.7MiB
2023-11-02 10:32:37.783628,6.52%,364.9MiB,0.00%,520.2MiB,4.15%,1.004GiB,0.25%,36.09MiB,2.78%,556.9MiB,60.39%,620.8MiB
2023-11-02 10:32:39.962540,10.00%,365.2MiB,0.30%,520.5MiB,0.87%,1.004GiB,0.12%,36.08MiB,1.39%,553.5MiB,20.90%,617MiB
2023-11-02 10:32:42.217242,84.79%,364.9MiB,2.94%,520.2MiB,70.17%,1.004GiB,0.12%,36.08MiB,2.11%,553.5MiB,21.58%,617.1MiB
2023-11-02 10:32:44.440750,6.15%,375.8MiB,1.92%,520.4MiB,4.03%,1.004GiB,0.20%,36.09MiB,7.91%,554.1MiB,37.64%,619.6MiB
2023-11-02 10:32:46.629014,6.21%,375.8MiB,0.25%,520.3MiB,0.93%,1.004GiB,0.13%,36.05MiB,2.05%,554MiB,12.00%,627.2MiB
2023-11-02 10:32:48.930080,44.49%,372.2MiB,1.57%,519.7MiB,1.33%,1.004GiB,0.15%,36.05MiB,2.61%,554MiB,9.15%,627.9MiB
